Time (s),Evaporator Position 1 (°C),Evaporator Position 2 (°C),Evaporator Position 3 (°C),Condenser Position 1 (°C),Condenser Position 2 (°C),Condenser Position 3 (°C),Condenser Position 4 (°C)
2479,72.81374,72.00859,71.48867,70.13524,69.98948,69.66348,68.42962
2479.5,72.85389,72.06616,71.53089,70.1975,69.98572,69.77181,68.51711
2480,72.90012,72.1101,71.54596,70.22312,70.05443,69.86092,68.55489
2480.5,72.97735,72.17793,71.59798,70.25625,70.01307,69.8991,68.54516
2481,72.99649,72.21243,71.66411,70.27952,70.07233,69.91962,68.53817
2481.5,73.05448,72.25278,71.68635,70.2358,70.18012,69.97629,68.65011
2482,73.0965,72.29319,71.74762,70.29865,70.16297,69.93348,68.73957
2482.5,73.15486,72.34881,71.78285,70.41208,70.2434,70.07006,68.8317
2483,73.21247,72.39863,71.82098,70.46592,70.27134,70.04505,68.82617
2483.5,73.26312,72.425,71.85492,70.50957,70.30124,70.19643,68.83958
2484,73.28947,72.48389,71.90052,70.56223,70.31425,70.26995,68.78954
2484.5,73.33132,72.5246,71.97193,70.61782,70.29582,70.29644,68.79174
2485,73.39927,72.58063,71.98833,70.65026,70.39174,70.27501,68.88058
2485.5,73.43016,72.61313,72.05681,70.69296,70.46012,70.2116,68.92192
2486,73.4946,72.66909,72.10292,70.72733,70.49219,70.35758,68.96294
2486.5,73.54603,72.72969,72.14427,70.77764,70.57436,70.44067,69.06507
2487,73.59044,72.77594,72.199,70.82982,70.61577,70.4697,69.13606
2487.5,73.65208,72.81123,72.22215,70.88677,70.65439,70.42444,69.16575
2488,73.70364,72.87494,72.28769,70.94229,70.74497,70.57438,69.14563
2488.5,73.72819,72.90934,72.32966,70.97208,70.80021,70.63397,69.09772
2489,73.78094,72.95636,72.36866,71.00294,70.85146,70.57522,69.14555
2489.5,73.83233,72.9814,72.43243,70.99687,70.89925,70.7305,69.2055
2490,73.87505,73.07065,72.48135,71.12844,70.93502,70.7995,69.29125
2490.5,73.9332,73.09373,72.52575,71.1598,70.99458,70.70298,69.43357
2491,73.98859,73.13171,72.57587,71.15555,71.07398,70.76428,69.55127
2491.5,74.03164,73.19402,72.61114,71.25754,71.1393,70.79545,69.61958
2492,74.07211,73.25625,72.66719,71.3159,71.16856,70.89805,69.68162
2492.5,74.12958,73.28875,72.73887,71.37183,71.20982,71.02594,69.6908
2493,74.19218,73.35479,72.7859,71.40165,71.20206,71.11306,69.68029
2493.5,74.23932,73.41774,72.80783,71.36037,71.22449,71.19392,69.75521
2494,74.27405,73.44079,72.89619,71.48163,71.30266,71.13849,69.88382
2494.5,74.33125,73.50372,72.92108,71.54549,71.25813,71.16225,70.00064
2495,74.39228,73.54985,72.98005,71.59507,71.36179,71.2116,70.02364
2495.5,74.44893,73.60353,73.01883,71.63055,71.42363,71.26106,70.03827
2496,74.48074,73.64175,73.06599,71.63079,71.50362,71.17628,69.99221
2496.5,74.51369,73.67356,73.10674,71.59741,71.48055,71.29072,69.99115
2497,74.53971,73.73326,73.14582,71.71577,71.52672,71.42214,70.09325
2497.5,74.59373,73.77239,73.21222,71.7913,71.59171,71.38056,70.12525
2498,74.64434,73.84454,73.21357,71.85855,71.58747,71.48632,70.09006
2498.5,74.67318,73.86559,73.27677,71.90081,71.63958,71.66012,70.05807
2499,74.73464,73.89085,73.30708,71.94603,71.75286,71.64988,70.1379
2499.5,74.77904,73.93662,73.37325,71.99233,71.82781,71.68174,70.18421
2500,74.83164,73.99106,73.43754,72.02155,71.87995,71.70661,70.2084
2500.5,74.86408,74.03816,73.47524,72.06797,71.92568,71.66481,70.21861
2501,74.91252,74.08683,73.50834,72.0486,71.97918,71.7167,70.26914
2501.5,74.96105,74.10169,73.53671,72.15378,71.91181,71.67546,70.41148
2502,74.9936,74.1434,73.58552,72.1633,71.86771,71.77527,70.41458
2502.5,75.04018,74.198,73.61721,72.20991,71.90217,71.90781,70.44286
2503,75.08967,74.25299,73.68504,72.31802,71.98302,71.90593,70.51203
2503.5,75.11535,74.28761,73.71118,72.34983,72.07991,71.9272,70.53926
2504,75.1479,74.30985,73.7632,72.40201,72.14401,71.88291,70.59764
2504.5,75.22451,74.38829,73.81507,72.44981,72.17416,72.03359,70.69174
2505,75.27626,74.4224,73.83704,72.46648,72.21558,72.07547,70.74737
2505.5,75.30339,74.46786,73.90014,72.46409,72.30554,72.1471,70.82406
2506,75.37268,74.52408,73.91787,72.52141,72.28082,72.19319,70.87428
2506.5,75.38386,74.5733,73.99023,72.55371,72.34909,72.22617,70.91414
2507,75.46062,74.61936,74.01659,72.67448,72.33284,72.28118,71.01706
2507.5,75.4847,74.67323,74.08008,72.74454,72.36876,72.27334,71.14717
2508,75.52187,74.69275,74.10877,72.72697,72.4362,72.28097,71.17543
2508.5,75.56832,74.7596,74.16508,72.74766,72.44956,72.3381,71.10148
2509,75.61929,74.78169,74.21627,72.78348,72.44161,72.34252,71.11644
2509.5,75.67223,74.82157,74.24584,72.83764,72.45339,72.49568,71.32324
2510,75.70198,74.85934,74.26574,72.90768,72.6011,72.45779,71.32087
2510.5,75.74184,74.90013,74.33769,72.83268,72.66313,72.5315,71.38451
2511,75.81132,74.94555,74.39639,72.96605,72.72135,72.50058,71.45969
2511.5,75.85953,74.99857,74.42674,72.94505,72.76772,72.61661,71.48498
2512,75.90023,75.04201,74.45758,72.99285,72.89227,72.72444,71.57907
2512.5,75.95254,75.10853,74.53601,73.06405,72.89885,72.76585,71.6253
2513,75.97768,75.14925,74.58315,73.08579,72.91784,72.75711,71.55675
2513.5,76.04188,75.19879,74.62191,73.11753,72.90124,72.62411,71.60202
2514,76.05762,75.2308,74.63262,73.19218,72.97979,72.75536,71.56279
2514.5,76.07635,75.2564,74.68617,73.24582,73.05314,72.76982,71.56671
2515,76.1343,75.29441,74.71777,73.30207,73.09678,72.84852,71.59935
2515.5,76.17494,75.35109,74.78109,73.30109,73.1359,72.97013,71.6261
2516,76.19724,75.38416,74.81095,73.28967,73.18382,72.94702,71.68755
2516.5,76.23859,75.43009,74.8232,73.37413,73.0254,72.91118,71.77981
2517,76.27373,75.45332,74.87989,73.4701,73.13764,73.04703,71.76122
2517.5,76.33256,75.4945,74.90136,73.487,73.28836,73.10999,71.70525
2518,76.37143,75.53337,74.96521,73.41181,73.3314,73.20045,71.80077
2518.5,76.40945,75.56268,75.00552,73.51738,73.23236,73.28335,71.9444
2519,76.44105,75.61445,75.03116,73.5487,73.39153,73.35912,71.92691
2519.5,76.48581,75.6521,75.08944,73.64133,73.48462,73.18756,71.87289
2520,76.52388,75.70392,75.1117,73.60834,73.49998,73.19673,71.86556
2520.5,76.57583,75.74418,75.14967,73.66596,73.5631,73.32882,71.90211
2521,76.60006,75.78652,75.20186,73.75125,73.55651,73.45375,72.00711
2521.5,76.65544,75.81097,75.24372,73.77969,73.63536,73.36029,72.08024
2522,76.70454,75.85227,75.28135,73.82172,73.60842,73.30815,72.08974
2522.5,76.73355,75.89709,75.31495,73.73457,73.58978,73.26316,72.18223
2523,76.77103,75.93297,75.34258,73.83823,73.60683,73.3407,72.30813
2523.5,76.80019,75.96258,75.3951,73.92116,73.72344,73.46556,72.30285
2524,76.84673,75.99584,75.4263,74.01981,73.8198,73.55436,72.21956
2524.5,76.8684,76.04706,75.46423,74.00826,73.82131,73.55953,72.22428
2525,76.90154,76.09303,75.51364,74.01887,73.84407,73.51081,72.24864
2525.5,76.9136,76.11036,75.52341,74.04794,73.817,73.68491,72.29994
2526,76.96695,76.14812,75.56827,74.11838,73.83405,73.82431,72.37313
2526.5,77.00746,76.19116,75.5861,74.22066,73.96223,73.80333,72.35925
2527,77.04682,76.22341,75.64585,74.23415,74.06117,73.75587,72.4181
2527.5,77.11393,76.26944,75.69096,74.24622,74.11311,73.83713,72.5349
2528,77.15149,76.29554,75.75258,74.29799,74.13464,73.81032,72.60706
2528.5,77.17845,76.36512,75.7816,74.33448,74.20504,73.89698,72.6974
2529,77.2182,76.38837,75.81676,74.3589,74.133,73.98304,72.75138
2529.5,77.24924,76.44759,75.8265,74.33352,74.27717,74.05778,72.74548
2530,77.3149,76.46445,75.89788,74.31875,74.30548,73.96306,72.79556
2530.5,77.34335,76.50527,75.93985,74.40022,74.219,73.92034,72.83854
2531,77.38351,76.52893,75.95641,74.50496,74.20414,73.94145,72.85231
2531.5,77.40102,76.58585,76.00943,74.58123,74.34823,74.12587,72.88231
2532,77.43863,76.60306,76.03741,74.63048,74.39519,74.14556,72.902
2532.5,77.47959,76.65685,76.08479,74.53528,74.49932,74.20181,72.97154
2533,77.53424,76.69134,76.11859,74.63182,74.41279,74.18058,73.08046
2533.5,77.54664,76.72459,76.15481,74.63678,74.47985,74.1333,73.04876
2534,77.59978,76.78254,76.1926,74.67499,74.49079,74.2517,73.14701
2534.5,77.65825,76.80458,76.22907,74.69401,74.50385,74.33121,73.15228
2535,77.68257,76.82775,76.2692,74.77054,74.56091,74.39973,73.14633
2535.5,77.71538,76.87063,76.29558,74.7519,74.59405,74.46013,73.22118
2536,77.7537,76.92591,76.33757,74.93249,74.6917,74.58757,73.30141
2536.5,77.81712,76.9907,76.37807,74.96355,74.71016,74.49238,73.34691
2537,77.85861,77.02188,76.40604,74.86142,74.76727,74.4205,73.41365
2537.5,77.88455,77.05217,76.44481,74.89235,74.78628,74.5197,73.38271
2538,77.90875,77.08829,76.49101,74.99133,74.80783,74.60127,73.36599
2538.5,77.93666,77.11368,76.52648,75.0202,74.85434,74.64847,73.35201
2539,77.98992,77.16899,76.57584,75.08124,74.91079,74.70172,73.37295
2539.5,78.0481,77.20243,76.61935,75.12419,74.97115,74.69037,73.53276
2540,78.08218,77.24361,76.65251,75.16575,75.00355,74.74132,73.51429
2540.5,78.11423,77.27153,76.70312,75.26119,75.06623,74.77353,73.49265
2541,78.15185,77.32381,76.72859,75.32317,75.10163,74.91638,73.49689
2541.5,78.17749,77.35793,76.75239,75.36219,75.16837,74.91783,73.43464
2542,78.19897,77.39522,76.80595,75.30426,75.25731,74.83263,73.38702
2542.5,78.27232,77.41518,76.84745,75.30999,75.16085,74.84318,73.51694
2543,78.28355,77.4468,76.84997,75.37501,75.24695,74.90728,73.469
2543.5,78.29587,77.47378,76.89207,75.43196,75.29382,74.8751,73.53122
2544,78.33609,77.51743,76.92358,75.42994,75.29775,74.99153,73.69165
2544.5,78.37584,77.56566,76.97249,75.3987,75.31646,75.05309,73.80545
2545,78.39726,77.57127,76.99162,75.52678,75.2782,74.9351,73.75894
2545.5,78.43319,77.60559,77.02686,75.468,75.34178,75.06351,73.79296
2546,78.44842,77.63458,77.05286,75.58256,75.36377,75.2035,73.79364
2546.5,78.51103,77.68091,77.08223,75.63609,75.35314,75.19241,73.74498
2547,78.51832,77.6921,77.13856,75.6481,75.49002,75.21405,73.75699
2547.5,78.5548,77.71367,77.13104,75.64188,75.49549,75.26877,73.78399
2548,78.60018,77.75035,77.18535,75.73766,75.44235,75.41405,73.83533
2548.5,78.62559,77.80096,77.2103,75.7329,75.53244,75.3142,73.81637
2549,78.65362,77.82876,77.2491,75.71183,75.57208,75.35155,73.89633
2549.5,78.69162,77.85759,77.2871,75.77217,75.62876,75.3773,73.9899
2550,78.71579,77.89597,77.31493,75.79519,75.67607,75.54237,74.01086
2550.5,78.75684,77.93839,77.35254,75.88076,75.64387,75.54936,74.03068
2551,78.80553,77.96095,77.39274,75.78128,75.72929,75.65173,74.1051
2551.5,78.82956,77.97765,77.40853,75.8989,75.66453,75.5345,74.18399
2552,78.82936,78.02488,77.44338,75.80794,75.76099,75.65617,74.29512
2552.5,78.87896,78.03965,77.47763,75.90848,75.71191,75.6882,74.34777
2553,78.91175,78.0706,77.50147,75.89594,75.79079,75.70475,74.3641
2553.5,78.91328,78.11842,77.53234,75.96226,75.85872,75.64712,74.31747
2554,78.96206,78.12618,77.56393,75.93449,75.87974,75.7811,74.30138
2554.5,78.98516,78.17608,77.58243,75.91368,75.83557,75.65262,74.4098
2555,79.01833,78.19619,77.61079,76.01261,75.7732,75.54648,74.4794
2555.5,79.05238,78.21007,77.64965,76.06304,75.95148,75.48671,74.5335
2556,79.08194,78.25704,77.67645,75.94499,76.0252,75.53202,74.59118
2556.5,79.0991,78.25748,77.70072,76.00311,75.94608,75.69645,74.65961
2557,79.12679,78.30281,77.72863,75.97074,75.95083,75.67118,74.71431
2557.5,79.16144,78.32646,77.75228,76.0852,76.05933,75.57898,74.74079
2558,79.16955,78.37009,77.7723,76.19485,76.1424,75.7301,74.76658
2558.5,79.23403,78.38323,77.82188,76.27455,76.18521,75.846,74.8055
2559,79.26092,78.42272,77.85587,76.33504,76.19735,75.95002,74.77388
2559.5,79.27235,78.4463,77.88815,76.36454,76.18401,76.04069,74.83064
2560,79.31191,78.48608,77.89059,76.36125,76.22609,76.22231,74.86012
2560.5,79.32469,78.52773,77.94529,76.38179,76.25946,76.02289,74.93129
2561,79.36945,78.52529,77.97081,76.34776,76.30905,76.08394,74.91398
2561.5,79.40227,78.56544,77.99881,76.26472,76.28833,75.99586,74.93267
2562,79.3941,78.60196,78.02685,76.43283,76.26238,75.8613,74.92642
2562.5,79.43661,78.62727,78.07347,76.42883,76.40639,75.93567,74.80535
2563,79.48085,78.63851,78.06226,76.41581,76.42476,76.07111,74.77973
2563.5,79.48728,78.67725,78.09457,76.46722,76.4599,76.12756,74.87443
2564,79.52715,78.69466,78.11519,76.53667,76.44183,76.18327,74.99269
2564.5,79.54672,78.71836,78.15859,76.58455,76.47894,76.13377,75.04263
2565,79.55148,78.75291,78.18146,76.58369,76.50695,76.31507,75.06721
2565.5,79.59622,78.76785,78.20556,76.73199,76.4653,76.35246,75.11446
2566,79.62442,78.82469,78.22964,76.76,76.45024,76.35939,75.17111
2566.5,79.67247,78.88007,78.26966,76.81605,76.55784,76.32311,75.15338
2567,79.71579,78.88237,78.28685,76.69987,76.5356,76.30499,75.24272
2567.5,79.73516,78.91938,78.32639,76.80708,76.52298,76.36569,75.23903
2568,79.77379,78.93578,78.34736,76.81779,76.588,76.39359,75.20026
2568.5,79.80151,78.9557,78.37278,76.82831,76.65442,76.45245,75.13723
2569,79.80615,78.9812,78.40195,76.8158,76.69965,76.42665,75.24821
2569.5,79.8514,79.01842,78.45612,76.86278,76.72807,76.305,75.22096
2570,79.85786,79.05238,78.47886,76.88163,76.74119,76.56121,75.18413
2570.5,79.87005,79.08267,78.49379,76.96089,76.75882,76.72113,75.13119
2571,79.90554,79.08516,78.49926,77.0278,76.81679,76.70555,75.14861
2571.5,79.92869,79.12321,78.54853,76.9874,76.81992,76.64247,75.15747
2572,79.95471,79.13753,78.5679,77.06246,76.83725,76.54248,75.15554
2572.5,79.98667,79.17086,78.59825,77.00393,76.89901,76.66015,75.19485
2573,80.01191,79.19633,78.61753,77.07498,76.91873,76.65398,75.26177
2573.5,80.03521,79.22215,78.66832,77.05067,77.00715,76.77998,75.29795
2574,80.06981,79.25674,78.67381,77.08187,77.01727,76.761,75.43982
2574.5,80.08852,79.25987,78.69894,77.1559,77.05487,76.82564,75.45404
2575,80.13279,79.31536,78.73174,77.18287,77.05297,76.8888,75.45901
2575.5,80.14498,79.33581,78.76341,77.14287,77.07277,76.88684,75.50401
2576,80.18117,79.38826,78.80005,77.04317,77.02715,76.74338,75.58556
2576.5,80.18305,79.3945,78.8088,77.148,77.0149,76.58586,75.66839
2577,80.23315,79.41205,78.83827,77.25461,77.16206,76.66818,75.68816
2577.5,80.24491,79.43183,78.83972,77.26953,77.22166,76.75757,75.586
2578,80.27571,79.43879,78.8712,77.23359,77.16349,76.93494,75.53768
2578.5,80.2768,79.46601,78.89291,77.31568,77.17272,77.05758,75.54072
2579,80.3002,79.49812,78.91013,77.27199,77.19937,77.08034,75.69293
2579.5,80.33258,79.51216,78.94639,77.26502,77.13719,76.86121,75.7169
2580,80.34039,79.54472,78.97368,77.41071,77.29181,76.84215,75.74733
2580.5,80.36747,79.55667,78.98495,77.40464,77.3641,76.81477,75.69177
2581,80.38686,79.58064,78.99654,77.39176,77.33403,77.03056,75.74992
2581.5,80.45538,79.61569,79.04901,77.53336,77.30883,77.1953,75.90045
2582,80.47227,79.63785,79.06475,77.54553,77.29511,77.20174,75.93393
2582.5,80.51424,79.68944,79.09869,77.62358,77.37499,77.20922,75.97257
2583,80.53801,79.71665,79.13919,77.58003,77.43454,77.3492,75.99752
2583.5,80.58618,79.76574,79.17658,77.68043,77.46896,77.48604,76.0498
2584,80.62649,79.78083,79.20864,77.72297,77.49615,77.36864,76.11434
2584.5,80.62766,79.8134,79.25014,77.56636,77.54049,77.2173,76.14034
2585,80.65264,79.84754,79.2813,77.52189,77.4692,77.07637,76.09266
2585.5,80.66186,79.85974,79.28845,77.55166,77.48385,77.17121,76.08257
2586,80.69198,79.86281,79.30047,77.68048,77.38606,77.14491,76.05237
2586.5,80.68677,79.89932,79.30924,77.64194,77.3434,76.98906,76.10411
2587,80.71008,79.89764,79.32658,77.59416,77.41866,77.07257,76.11682
2587.5,80.71355,79.89103,79.32295,77.74751,77.53718,77.24493,76.04379
2588,80.72554,79.91929,79.3503,77.73754,77.63674,77.39741,75.91582
2588.5,80.72833,79.94843,79.36431,77.64543,77.66126,77.11627,75.90758
2589,80.7539,79.96254,79.37017,77.56499,77.70111,77.35272,75.94353
2589.5,80.78823,79.96226,79.36737,77.71908,77.68175,77.53912,76.05156
2590,80.79803,80.00162,79.40558,77.88281,77.68486,77.46753,75.93965
2590.5,80.79372,79.99639,79.41456,77.86066,77.77154,77.4424,75.93835
2591,80.83697,80.02223,79.46422,77.71098,77.79371,77.36879,76.05721
2591.5,80.84562,80.03568,79.45912,77.84121,77.62905,77.45068,76.20324
2592,80.88062,80.0551,79.47899,77.94659,77.72067,77.47356,76.26737
2592.5,80.89538,80.09094,79.50314,78.03523,77.84323,77.59061,76.38533
2593,80.89875,80.10645,79.53401,78.0631,77.87637,77.80569,76.39487
2593.5,80.94535,80.1558,79.58679,78.09019,77.86955,77.78398,76.39767
2594,80.99168,80.17554,79.59553,78.05605,77.89247,77.53445,76.43846
2594.5,80.98855,80.19006,79.61096,78.10121,77.96993,77.25378,76.37684
2595,81.02092,80.21532,79.62408,78.05773,77.98603,77.40919,76.4516
2595.5,81.04341,80.26829,79.65297,78.0098,77.91381,77.58237,76.44376
2596,81.05461,80.26367,79.69924,78.06895,77.88176,77.53658,76.50428
2596.5,81.09024,80.28555,79.70232,78.07317,77.96091,77.64963,76.48674
2597,81.12026,80.30617,79.72042,78.18041,77.95862,77.80636,76.5014
2597.5,81.12969,80.32981,79.76995,78.2791,77.92349,77.83242,76.64889
2598,81.1817,80.36256,79.78277,78.24159,78.02965,78.01121,76.71082
2598.5,81.19577,80.38098,79.8115,78.29355,78.09261,78.10717,76.7071
2599,81.21409,80.41717,79.84906,78.25116,78.08253,78.15644,76.7016
2599.5,81.24799,80.43342,79.8731,78.23973,78.18727,77.94291,76.75846
2600,81.26482,80.44498,79.89474,78.26276,78.29211,77.8516,76.71848
2600.5,81.32005,80.50914,79.933,78.40248,78.26272,77.98857,76.83412
2601,81.35495,80.53808,79.94658,78.43548,78.24256,77.88591,76.83687
2601.5,81.36102,80.56913,79.98061,78.38745,78.26419,77.89013,76.87752
2602,81.40486,80.58271,80.01527,78.43049,78.32464,78.01542,76.82982
2602.5,81.44471,80.61683,80.03953,78.55742,78.29873,78.04221,76.79154
2603,81.44873,80.63391,80.06074,78.53703,78.41628,78.0122,76.7031
2603.5,81.45507,80.65928,80.07327,78.37544,78.34521,78.16981,76.75508
2604,81.49851,80.6814,80.10341,78.41972,78.34618,78.23105,76.78652
2604.5,81.50842,80.70872,80.13417,78.55128,78.40464,78.1825,76.83879
2605,81.52745,80.7289,80.15274,78.61918,78.48515,78.05242,76.88079
2605.5,81.53457,80.74472,80.17177,78.564,78.51017,78.19728,76.90925
2606,81.57767,80.76949,80.20295,78.54207,78.56752,78.23539,77.02365
2606.5,81.60444,80.80198,80.21183,78.66908,78.63266,78.27051,77.08764
2607,81.62447,80.79633,80.23988,78.81488,78.64464,78.11888,77.11382
2607.5,81.6483,80.84583,80.27402,78.67493,78.59772,77.9661,77.17368
2608,81.67684,80.87987,80.28216,78.66479,78.40495,78.06022,77.11336
2608.5,81.69866,80.86776,80.30626,78.75582,78.4694,78.14368,76.97984
2609,81.71404,80.88131,80.3221,78.61408,78.5795,78.39631,76.95199
2609.5,81.74971,80.92293,80.34286,78.68839,78.5186,78.46259,77.09801
2610,81.75387,80.94566,80.38301,78.72872,78.5885,78.49972,77.1805
2610.5,81.77886,80.9569,80.3876,78.71195,78.70165,78.2302,77.21803
2611,81.80774,80.99471,80.40707,78.78022,78.79444,78.37271,77.10849
2611.5,81.82433,81.00282,80.43603,78.87004,78.84782,78.38622,77.09748
2612,81.84731,81.04276,80.45053,78.89082,78.85554,78.39394,77.12078
2612.5,81.88155,81.07447,80.49622,78.92939,78.8421,78.50538,77.13529
2613,81.91587,81.08747,80.52687,78.90795,78.84288,78.66428,77.22085
2613.5,81.92368,81.11132,80.54338,78.97738,78.80392,78.45667,77.2456
2614,81.96402,81.14203,80.56859,78.87998,78.85594,78.51532,77.25155
2614.5,81.99611,81.16402,80.56789,78.95067,78.83107,78.47052,77.23264
2615,81.99741,81.19581,80.60678,78.95571,78.88996,78.59472,77.17903
2615.5,82.01399,81.19772,80.62358,78.96361,78.89419,78.53593,77.19975
2616,82.01641,81.24461,80.63976,78.98238,78.8811,78.70869,77.24326
2616.5,82.03613,81.23705,80.6503,78.94407,78.87808,78.72606,77.28057
2617,82.05994,81.24504,80.67251,78.95015,78.9355,78.67624,77.29788
2617.5,82.11188,81.25502,80.69693,79.06743,78.96661,78.74951,77.36932
2618,82.09648,81.2802,80.71225,79.15591,79.01522,78.70141,77.35628
2618.5,82.13374,81.31219,80.7495,79.20619,79.02769,78.78034,77.34332
2619,82.13567,81.33222,80.77687,79.13101,78.99215,78.85754,77.43541
2619.5,82.15811,81.37345,80.7977,79.20482,79.02426,78.84817,77.50738
2620,82.19437,81.37923,80.81081,79.24532,79.09546,78.73308,77.46974
2620.5,82.19854,81.38156,80.81016,79.2344,79.12144,78.90617,77.42033
2621,82.21903,81.40181,80.83202,79.32863,79.02295,78.89773,77.57343
2621.5,82.22594,81.41584,80.84879,79.28842,79.05973,78.73126,77.60609
2622,82.26188,81.46162,80.87119,79.27185,79.05325,78.83385,77.6876
2622.5,82.28505,81.46209,80.8971,79.36614,79.04097,78.58739,77.65997
2623,82.30533,81.47756,80.91715,79.21981,79.11899,78.79304,77.69903
2623.5,82.30526,81.50912,80.93565,79.35769,79.19592,78.92519,77.70813
2624,82.34158,81.53925,80.94308,79.37473,79.24573,78.86271,77.62457
2624.5,82.36253,81.55423,80.97548,79.42177,79.18712,78.93931,77.63403
2625,82.38995,81.5883,81.01345,79.48548,79.16261,78.93404,77.70873
2625.5,82.39302,81.60672,81.00596,79.46467,79.31161,78.95792,77.613
2626,82.41428,81.61584,81.04075,79.33262,79.37847,79.18382,77.64044
2626.5,82.42752,81.6442,81.04642,79.50183,79.34738,78.99805,77.73263
2627,82.46445,81.66073,81.05606,79.42539,79.41807,78.87029,77.78934
2627.5,82.44626,81.69022,81.0906,79.46523,79.30757,78.92525,77.89492
2628,82.47831,81.69591,81.10683,79.54539,79.34098,79.02419,77.84378
2628.5,82.49987,81.70737,81.12082,79.50414,79.33503,79.21234,77.85662
2629,82.51159,81.71863,81.13276,79.61814,79.39632,79.04447,77.93623
2629.5,82.53186,81.71643,81.15119,79.6441,79.47064,79.03216,77.90788
2630,82.56663,81.75372,81.18022,79.58184,79.48194,79.16171,77.93523
2630.5,82.57878,81.75807,81.20337,79.58872,79.49913,79.1553,78.02597
2631,82.61419,81.82305,81.24175,79.76294,79.52553,79.36641,78.04
2631.5,82.6385,81.82421,81.27041,79.82367,79.56701,79.32882,78.04915
2632,82.65428,81.86497,81.27266,79.73431,79.62844,79.34786,78.12685
2632.5,82.65957,81.86911,81.30592,79.67779,79.61249,79.36743,78.19156
2633,82.69316,81.89926,81.31979,79.58156,79.53093,79.46416,78.23237
2633.5,82.73372,81.88938,81.3381,79.6511,79.4703,79.4929,78.29548
2634,82.75306,81.93806,81.35378,79.71778,79.53423,79.33179,78.33718
2634.5,82.74547,81.9511,81.35397,79.69454,79.58478,79.36973,78.29263
2635,82.77619,81.96806,81.40417,79.66643,79.7384,79.06572,78.2753
2635.5,82.78704,81.9835,81.41182,79.81573,79.70437,79.31286,78.26876
2636,82.82542,82.02531,81.44147,79.89508,79.7035,79.47723,78.24498
2636.5,82.83981,82.04383,81.46045,79.89186,79.79745,79.59478,78.27316
2637,82.85826,82.06892,81.48783,79.925,79.83563,79.62792,78.31706
2637.5,82.9026,82.09744,81.49755,80.01505,79.81178,79.6483,78.39495
2638,82.9396,82.11769,81.55631,79.97547,79.85035,79.44326,78.40144
2638.5,82.97187,82.14721,81.59132,79.94169,79.81542,79.6139,78.46527
2639,82.97186,82.16967,81.5943,80.07486,79.76296,79.6499,78.48111
2639.5,82.99032,82.17918,81.61802,80.09608,79.81008,79.61955,78.36873
2640,83.00638,82.20005,81.62445,79.94948,79.85461,79.64873,78.29525
2640.5,83.01539,82.22718,81.64997,79.85335,79.77292,79.51731,78.15651
2641,83.01283,82.22002,81.63067,80.00665,79.84142,79.48521,78.10631
2641.5,83.02022,82.23269,81.6415,80.00341,79.88723,79.77463,78.19428
2642,83.04085,82.25721,81.66555,80.05896,79.90107,79.87784,78.29862
2642.5,83.03678,82.27217,81.6929,80.07211,79.98068,79.96776,78.31405
2643,83.08236,82.28886,81.7121,80.15567,79.99022,79.97432,78.35384
2643.5,83.09621,82.31234,81.75002,80.22937,80.0403,79.82824,78.40988
2644,83.13362,82.33003,81.75143,80.25138,80.03435,79.59701,78.5114
2644.5,83.14118,82.32933,81.77251,80.27295,79.88061,79.73683,78.50341
2645,83.17102,82.37705,81.80372,80.32777,79.87699,79.72221,78.45832
2645.5,83.18893,82.3773,81.80672,80.29664,79.93706,79.63607,78.39212
2646,83.20907,82.40317,81.82296,80.32083,80.02291,79.78379,78.42709
2646.5,83.24119,82.40456,81.85576,80.38328,80.11652,79.68558,78.4501
2647,83.24463,82.44148,81.84888,80.32924,80.15828,79.78785,78.40341
2647.5,83.26231,82.45159,81.87367,80.37952,80.04721,79.86723,78.43672
2648,83.26827,82.47268,81.89269,80.35418,80.05442,79.88796,78.44141
2648.5,83.31104,82.47532,81.91092,80.30981,80.16727,80.06497,78.54118
2649,83.30246,82.51695,81.93238,80.39783,80.12465,79.98959,78.55677
2649.5,83.3411,82.53128,81.96045,80.41874,80.1985,79.96328,78.54078
2650,83.37016,82.56676,81.9808,80.43867,80.15197,80.0169,78.53367
2650.5,83.38868,82.57679,82.00321,80.47886,80.22424,80.0218,78.44462
2651,83.39253,82.59164,82.01004,80.54275,80.28538,79.97133,78.45121
2651.5,83.41827,82.60317,82.04815,80.56375,80.32081,80.1422,78.59319
2652,83.45892,82.63854,82.06655,80.5898,80.34825,80.01104,78.70013
2652.5,83.46354,82.65966,82.08745,80.55589,80.37575,80.15176,78.77713
2653,83.49189,82.67081,82.12542,80.62341,80.38506,80.09002,78.7791
2653.5,83.50462,82.71977,82.1542,80.53397,80.35475,80.20708,78.89683
2654,83.52143,82.72076,82.1671,80.47057,80.37776,80.28738,78.98927
2654.5,83.56,82.75358,82.16921,80.48079,80.37629,80.02602,78.95503
2655,83.5726,82.75013,82.16828,80.63674,80.49213,80.06554,78.95948
2655.5,83.58412,82.76532,82.20731,80.66385,80.50709,80.17447,78.96894
2656,83.60778,82.81007,82.21789,80.6575,80.53398,80.17706,78.88835
2656.5,83.60323,82.80987,82.23306,80.61703,80.5139,80.31581,78.95032
2657,83.63123,82.82114,82.24753,80.60267,80.54698,80.17906,79.09339
