Time (s),Evaporator Position 1 (°C),Evaporator Position 2 (°C),Evaporator Position 3 (°C),Condenser Position 1 (°C),Condenser Position 2 (°C),Condenser Position 3 (°C),Condenser Position 4 (°C)
3993,108.5269,107.5296,106.7879,104.595,104.3182,103.9679,102.3505
3993.5,108.5583,107.5543,106.7945,104.5589,104.2862,103.8726,102.2574
3994,108.5339,107.5512,106.8183,104.6517,104.4021,103.9822,102.1915
3994.5,108.5398,107.5377,106.8018,104.7082,104.4446,104.096,101.9666
3995,108.5355,107.5072,106.8078,104.7519,104.4369,104.2023,102.0547
3995.5,108.5344,107.5341,106.7878,104.712,104.4812,103.8775,102.1303
3996,108.5444,107.5522,106.8059,104.4697,104.4194,103.9906,102.377
3996.5,108.5539,107.5548,106.8149,104.5712,104.229,103.9646,102.4332
3997,108.5585,107.5545,106.8227,104.7247,104.343,104.0333,102.2594
3997.5,108.5437,107.5626,106.8082,104.7415,104.4353,104.2301,102.1882
3998,108.5465,107.5671,106.8205,104.726,104.443,104.2613,102.028
3998.5,108.5719,107.5624,106.8269,104.7738,104.4471,104.1789,102.0168
3999,108.5459,107.5678,106.8293,104.6948,104.4873,104.2141,102.1415
3999.5,108.5497,107.5468,106.8188,104.4586,104.5498,104.3355,102.2397
4000,108.5338,107.562,106.8266,104.6562,104.4741,104.2296,102.2006
4000.5,108.5698,107.5864,106.8452,104.7501,104.458,104.2178,102.2803
4001,108.5816,107.5991,106.8463,104.7598,104.5294,104.1841,102.245
4001.5,108.5774,107.5896,106.8495,104.7233,104.599,104.1326,102.2568
4002,108.6133,107.6128,106.8726,104.7283,104.5791,104.155,102.4486
4002.5,108.5885,107.6128,106.8817,104.5473,104.6009,104.1646,102.5316
4003,108.6229,107.6131,106.8899,104.6035,104.6149,103.9643,102.5017
4003.5,108.6231,107.6365,106.8868,104.6257,104.6361,104.1272,102.5333
4004,108.6509,107.6429,106.903,104.6608,104.6847,104.1508,102.6402
4004.5,108.651,107.6502,106.9263,104.7945,104.6697,104.2135,102.6202
4005,108.6628,107.6463,106.9263,104.8028,104.6534,104.2637,102.6713
4005.5,108.6588,107.6517,106.9169,104.8668,104.568,104.1431,102.5208
4006,108.6734,107.6742,106.9269,104.7664,104.6195,104.1039,102.6705
4006.5,108.6983,107.6727,106.9386,104.6689,104.6034,104.121,102.7126
4007,108.7195,107.6939,106.9792,104.85,104.6312,104.0631,102.6336
4007.5,108.6922,107.7102,106.9654,104.8368,104.7162,104.1283,102.4598
4008,108.7047,107.7314,106.9549,104.8966,104.6888,104.2453,102.4809
4008.5,108.7129,107.7345,106.9819,104.7981,104.6748,104.3558,102.613
4009,108.7121,107.7284,106.9855,104.804,104.6379,104.4062,102.7472
4009.5,108.7391,107.736,106.9974,104.912,104.6432,104.3709,102.787
4010,108.7249,107.7328,106.9978,104.8594,104.7233,104.054,102.649
4010.5,108.7295,107.7441,107.0054,104.6241,104.6962,104.0611,102.6222
4011,108.7403,107.7527,107.0019,104.6545,104.5586,104.3557,102.7694
4011.5,108.722,107.7378,107.0023,104.777,104.5018,104.5111,102.6187
4012,108.7267,107.7215,106.9987,104.6573,104.6659,104.5575,102.5413
4012.5,108.7102,107.7357,106.9789,104.5884,104.5774,104.3511,102.7113
4013,108.7296,107.7177,106.9771,104.7365,104.4765,104.1187,102.8176
4013.5,108.7302,107.728,106.9894,104.7991,104.5787,104.3061,102.8294
4014,108.7253,107.7349,106.9866,104.7017,104.6073,104.2673,102.7345
4014.5,108.7305,107.729,106.987,104.7288,104.6519,104.1236,102.6671
4015,108.7149,107.7377,107.0054,104.6573,104.6324,104.1313,102.7457
4015.5,108.7338,107.7477,106.9858,104.609,104.6664,103.9479,102.766
4016,108.7157,107.7449,106.9886,104.6489,104.725,104.0505,102.7287
4016.5,108.7398,107.7433,107.0006,104.5964,104.7374,104.1182,102.6941
4017,108.7524,107.7517,107.0053,104.7081,104.6434,104.1109,102.5413
4017.5,108.7679,107.7784,107.0169,104.7747,104.6855,104.0515,102.5602
4018,108.7671,107.7724,107.0286,104.6672,104.7299,104.3374,102.7327
4018.5,108.7775,107.778,107.0228,104.7179,104.5934,104.3973,102.7921
4019,108.7779,107.7972,107.0454,104.9176,104.5136,104.2277,102.6977
4019.5,108.801,107.776,107.0386,104.8746,104.607,104.2339,102.6559
4020,108.7776,107.8066,107.0285,104.8691,104.5653,104.3001,102.5419
4020.5,108.7763,107.8282,107.0452,104.9101,104.5882,104.2554,102.4674
4021,108.7786,107.7999,107.0366,104.8941,104.5939,104.2079,102.4627
4021.5,108.792,107.7835,107.0558,104.9542,104.6223,103.9477,102.3648
4022,108.7794,107.8003,107.0442,104.9362,104.691,103.9918,102.3639
4022.5,108.7799,107.7913,107.0377,104.7655,104.6736,104.185,102.4807
4023,108.8006,107.7839,107.0407,104.8245,104.6579,104.2495,102.444
4023.5,108.7812,107.7905,107.0477,104.9209,104.6399,104.3105,102.4043
4024,108.7819,107.8023,107.0519,104.9435,104.6893,104.0905,102.3451
4024.5,108.7953,107.8067,107.0371,104.9552,104.7271,104.303,102.4342
4025,108.7916,107.7999,107.032,104.9356,104.77,104.3491,102.4636
4025.5,108.8003,107.8205,107.0549,104.9819,104.7839,104.3279,102.3771
4026,108.814,107.83,107.0801,104.9531,104.7953,104.3013,102.4425
4026.5,108.8139,107.8414,107.0737,104.8787,104.7088,104.1142,102.4545
4027,108.826,107.8269,107.0719,104.9038,104.6621,104.1319,102.4449
4027.5,108.804,107.8434,107.0766,104.9661,104.7817,104.3171,102.4247
4028,108.812,107.8093,107.0837,104.9565,104.7416,104.504,102.3071
4028.5,108.8145,107.8405,107.0727,104.975,104.7835,104.4767,102.2801
4029,108.8156,107.823,107.0715,104.9611,104.8164,104.2783,102.3858
4029.5,108.8276,107.8237,107.0849,104.9614,104.8521,104.4807,102.457
4030,108.823,107.8344,107.0801,105.0232,104.8342,104.5349,102.4296
4030.5,108.8165,107.842,107.0821,105.0531,104.8398,104.4223,102.2784
4031,108.8359,107.8341,107.0936,105.0549,104.8386,104.3356,102.2918
4031.5,108.8048,107.8398,107.0941,105.0226,104.7821,104.3521,102.4092
4032,108.8531,107.8591,107.1126,104.9956,104.7804,104.4263,102.6384
4032.5,108.8576,107.828,107.1098,105.0385,104.8074,104.2279,102.5552
4033,108.8206,107.8605,107.0983,105.0043,104.8464,104.062,102.4695
4033.5,108.8353,107.8418,107.0942,105.0193,104.8078,104.1489,102.4554
4034,108.8339,107.8652,107.1238,105.0409,104.7328,104.2946,102.5322
4034.5,108.851,107.8587,107.1029,105.0429,104.7893,104.3317,102.6896
4035,108.8561,107.8552,107.1201,105.1016,104.8502,104.2488,102.6959
4035.5,108.8675,107.8884,107.1313,105.1179,104.8542,104.351,102.4951
4036,108.8877,107.8802,107.1479,105.11,104.8777,104.3142,102.3486
4036.5,108.8755,107.8929,107.1506,105.065,104.8436,104.195,102.3499
4037,108.8833,107.891,107.1693,104.934,104.8638,104.3183,102.4278
4037.5,108.8818,107.9199,107.1508,105.0842,104.8448,104.3418,102.6191
4038,108.8927,107.8862,107.1566,105.1043,104.9116,104.1611,102.4563
4038.5,108.8797,107.897,107.1517,105.1132,104.8398,104.2173,102.4345
4039,108.8996,107.9052,107.1721,105.1716,104.7928,104.5013,102.4896
4039.5,108.9085,107.8957,107.1696,105.1337,104.7734,104.5027,102.5834
4040,108.9158,107.9252,107.1852,105.12,104.8137,104.4115,102.4858
4040.5,108.9159,107.926,107.1814,105.1483,104.8978,104.3897,102.3837
4041,108.9218,107.9352,107.1933,105.1769,104.9282,104.467,102.3983
4041.5,108.9337,107.9281,107.186,105.1502,104.8891,104.4679,102.5558
4042,108.9329,107.931,107.2002,105.0123,104.7805,104.5026,102.6874
4042.5,108.9189,107.9543,107.2055,105.1336,104.6915,104.2579,102.662
4043,108.9321,107.9373,107.1874,105.0594,104.865,104.1501,102.4731
4043.5,108.9374,107.9219,107.1879,105.0753,104.8745,104.2613,102.6079
4044,108.9467,107.9186,107.199,105.1229,104.9017,104.3897,102.6499
4044.5,108.9423,107.9508,107.2039,105.0083,104.881,104.1802,102.7132
4045,108.94,107.9377,107.2173,105.0509,104.7803,104.4028,102.8704
4045.5,108.9324,107.93,107.2018,105.1417,104.8167,104.3255,102.7705
4046,108.9279,107.9459,107.2017,105.027,104.9228,104.3551,102.6291
4046.5,108.9319,107.9476,107.2032,105.0917,104.8671,104.5444,102.6167
4047,108.9408,107.9415,107.2135,105.1691,104.7344,104.6403,102.7009
4047.5,108.9621,107.9627,107.2312,105.1456,104.6998,104.6529,102.8611
4048,108.9555,107.9758,107.2145,105.1805,104.7592,104.6415,102.9165
4048.5,108.9576,107.9652,107.2295,105.1776,104.958,104.4897,102.8773
4049,108.9685,107.9898,107.2597,105.1544,104.9755,104.4207,102.7878
4049.5,108.9885,107.9827,107.2574,105.1101,104.9955,104.5507,102.7729
4050,108.979,108.0018,107.2759,105.1128,104.9647,104.5191,102.8292
4050.5,108.9803,107.9944,107.2664,105.1603,104.9105,104.5443,102.7614
4051,108.9811,107.9956,107.2389,105.1631,104.8738,104.5118,102.7453
4051.5,109.0099,108.0121,107.2711,105.171,104.8437,104.5836,102.6635
4052,108.9783,108.0144,107.263,105.1822,104.921,104.543,102.6749
4052.5,108.9938,107.9999,107.2738,105.1646,104.9647,104.4899,102.5551
4053,109.005,108.0216,107.2602,105.1903,104.9793,104.5348,102.4875
4053.5,108.9877,108.0267,107.2668,105.1463,104.9336,104.4679,102.4278
4054,109.0162,108.0298,107.2779,105.1922,104.8735,104.3675,102.3296
4054.5,108.9912,108.0136,107.2757,105.1781,104.9234,104.4798,102.3158
4055,108.9699,107.9997,107.2585,105.2343,104.9503,104.4704,102.3216
4055.5,108.9782,108.0087,107.2613,105.2272,104.865,104.3562,102.3613
4056,108.9537,107.9898,107.246,105.1515,104.9522,104.3249,102.3487
4056.5,108.9786,107.9896,107.2565,105.1227,104.8922,104.2693,102.4885
4057,108.9465,107.9849,107.2368,105.0691,104.9057,104.3593,102.6052
4057.5,108.9675,107.9704,107.244,105.1546,104.8504,104.3419,102.6407
4058,108.9485,107.9572,107.2177,105.192,104.8074,104.3315,102.6303
4058.5,108.9613,107.9878,107.2203,105.0846,104.7138,104.4626,102.4983
4059,108.9366,107.9493,107.219,104.945,104.7601,104.5248,102.6212
4059.5,108.9468,107.9621,107.2241,104.9864,104.7537,104.5517,102.7274
4060,108.9529,107.9619,107.2376,105.0183,104.7966,104.4894,102.7207
4060.5,108.9342,107.9672,107.2231,104.9212,104.7704,104.4363,102.6494
4061,108.9611,107.9847,107.2307,105.0066,104.8925,104.5885,102.909
4061.5,108.9496,107.9488,107.2333,105.0904,104.8866,104.2877,102.9124
4062,108.9658,107.9778,107.2637,105.0433,104.9626,104.2001,102.7539
4062.5,108.986,108.0132,107.2556,104.8353,105.0092,104.3165,102.7885
4063,108.9992,107.9942,107.2479,105.0241,104.9315,104.6539,102.8277
4063.5,108.9996,108.0368,107.2697,105.1965,104.9469,104.5278,102.5928
4064,109.0072,108.0214,107.27,105.119,104.9614,104.2162,102.4957
4064.5,109.019,108.0308,107.3009,105.0476,104.9011,104.4824,102.7107
4065,109.0029,108.0178,107.2912,105.0973,104.7106,104.601,102.8342
4065.5,109.0284,108.029,107.3019,105.1605,104.8142,104.5877,102.8999
4066,109.0364,108.0488,107.2879,105.2239,104.7212,104.5734,102.9464
4066.5,109.0344,108.0473,107.3193,105.2604,104.9102,104.2681,102.9863
4067,109.0433,108.0569,107.321,105.1681,104.9185,104.6395,103.0491
4067.5,109.0373,108.0513,107.3283,105.2541,104.8193,104.1756,103.001
4068,109.0456,108.0562,107.3163,104.9859,104.9617,104.5211,102.7398
4068.5,109.0334,108.0446,107.3083,105.0803,104.8557,104.441,102.9053
4069,109.0256,108.0271,107.2877,105.0787,104.828,104.2568,102.8367
4069.5,109.0061,108.0363,107.2881,105.0327,104.9162,104.3834,102.8191
4070,109.0052,108.0468,107.3024,105.1208,104.8046,104.3805,103.0198
4070.5,109.0015,108.0134,107.2917,105.104,104.8789,104.2546,102.9366
4071,109.0143,108.0021,107.2922,105.1162,104.8414,104.3805,102.9318
4071.5,109.0377,108.0298,107.2923,105.1933,104.8595,104.5636,102.6509
4072,108.9955,108.0399,107.2848,105.1441,104.8903,104.6947,102.5822
4072.5,109.008,108.0378,107.2827,105.102,104.9003,104.5644,102.7764
4073,109.0377,108.0288,107.2998,105.1184,104.9155,104.4971,103.0069
4073.5,109.0304,108.0347,107.2991,105.1662,104.9815,104.3817,103.043
4074,108.9939,108.0413,107.2871,105.1242,104.9968,104.1654,103.1438
4074.5,109.0183,108.0474,107.2992,105.0368,104.9268,104.232,103.165
4075,109.041,108.0193,107.3094,105.1572,104.9598,104.2861,103.1745
4075.5,109.0169,108.0219,107.3008,105.1237,105.0521,104.4652,103.1664
4076,109.0227,108.0685,107.3191,105.2314,105.0038,104.3774,103.0521
4076.5,109.0251,108.0512,107.3081,105.1256,105.0457,104.5804,103.048
4077,109.0204,108.0441,107.3052,105.2246,105.02,104.557,103.0436
4077.5,109.0264,108.0666,107.3321,105.2073,105.0154,104.4334,102.9517
4078,109.0476,108.0588,107.328,105.1268,105.0143,104.5478,102.92
4078.5,109.0453,108.0625,107.3239,105.2978,104.7354,104.4335,103.0063
4079,109.0592,108.054,107.3167,105.2384,104.8147,104.3843,103.0052
4079.5,109.0753,108.0707,107.3191,105.2527,104.9829,104.5509,102.8432
4080,109.0633,108.0384,107.3518,105.283,105.0674,104.5285,102.7579
4080.5,109.0539,108.0711,107.3306,105.22,105.0624,104.5605,102.7513
4081,109.0908,108.0913,107.3487,105.1885,104.974,104.3187,102.8902
4081.5,109.0913,108.0816,107.3605,105.075,104.8573,104.4692,102.9968
4082,109.0872,108.0827,107.3579,105.2108,104.872,104.5662,102.904
4082.5,109.0731,108.1035,107.3565,105.2375,104.9634,104.3601,102.8062
4083,109.0705,108.0947,107.3502,105.261,104.7756,104.5287,102.8784
4083.5,109.0799,108.0925,107.3661,105.1771,104.7791,104.5948,102.8449
4084,109.0679,108.1037,107.3418,105.2688,104.9315,104.4586,102.7706
4084.5,109.0909,108.0906,107.338,105.2397,104.952,104.6279,102.7257
4085,109.079,108.0976,107.3594,105.3087,104.9298,104.7167,102.6621
4085.5,109.0976,108.1144,107.3692,105.3062,104.9831,104.4424,102.7748
4086,109.1038,108.102,107.3612,105.228,105.0376,104.4613,102.7706
4086.5,109.0889,108.1085,107.3557,105.2908,105.0484,104.5405,102.7022
4087,109.0953,108.116,107.3577,105.3061,105.0865,104.5586,102.5394
4087.5,109.083,108.1095,107.3735,105.2592,105.1125,104.3966,102.542
4088,109.0833,108.1114,107.3646,105.1879,105.1131,104.5074,102.7038
4088.5,109.0986,108.1202,107.3671,105.2888,105.0717,104.5294,102.922
4089,109.1245,108.1153,107.3748,105.2997,105.0466,104.6011,102.8429
4089.5,109.1171,108.1223,107.3797,105.3655,105.1431,104.5874,102.8021
4090,109.1343,108.1541,107.3892,105.1905,105.1132,104.6266,102.9443
4090.5,109.1386,108.1504,107.4043,105.2986,104.8913,104.598,102.9071
4091,109.1323,108.1468,107.3958,105.2134,105.0116,104.77,102.9984
4091.5,109.1415,108.1702,107.4051,105.1027,104.873,104.8138,103.0547
4092,109.1186,108.1479,107.4112,105.1729,104.9392,104.5361,103.0883
4092.5,109.1213,108.1434,107.3924,105.2472,105.0248,104.6229,103.1177
4093,109.129,108.1462,107.3989,105.2882,104.8842,104.5522,103.3141
4093.5,109.1453,108.1635,107.4111,105.346,105.0203,104.6294,103.4164
4094,109.1655,108.1677,107.4127,105.3671,105.1335,104.5787,103.2207
4094.5,109.1816,108.1784,107.4506,105.3775,105.1151,104.7108,103.0943
4095,109.1902,108.1738,107.4341,105.4292,105.0648,104.7817,103.1255
4095.5,109.1897,108.2015,107.4452,105.3392,105.0117,104.6756,103.0436
4096,109.1809,108.2085,107.4563,105.2778,105.144,104.8132,103.0312
4096.5,109.2086,108.1899,107.4532,105.2864,105.0575,104.4785,102.8642
4097,109.1814,108.2076,107.4522,105.3042,105.1015,104.6526,102.9019
4097.5,109.1733,108.1944,107.476,105.3792,105.1402,104.7343,102.9907
4098,109.17,108.1971,107.4473,105.3002,105.0434,104.6462,102.9256
4098.5,109.1778,108.1976,107.4716,105.2178,105.0935,104.7056,102.9985
4099,109.1689,108.1807,107.4499,105.3211,105.0587,104.7598,102.8213
4099.5,109.1735,108.1944,107.439,105.2448,105.0676,104.7587,102.917
4100,109.1816,108.1853,107.4489,105.2496,105.0397,104.6685,102.8441
4100.5,109.1819,108.1991,107.4388,105.1944,105.1406,104.7423,102.8396
4101,109.1786,108.2182,107.4429,105.2534,104.9936,104.5789,103.0622
4101.5,109.1838,108.1968,107.4444,105.1755,104.8956,104.7366,103.129
4102,109.1845,108.175,107.43,105.1312,104.8661,104.5582,103.0634
4102.5,109.1498,108.1751,107.4477,105.1161,104.9093,104.6881,103.1711
4103,109.1523,108.1752,107.4219,105.1152,104.8538,104.5269,103.2845
4103.5,109.1615,108.1752,107.4205,105.2559,104.8412,104.5449,103.2585
4104,109.1517,108.1874,107.4355,105.2125,105.0353,104.3802,103.0842
4104.5,109.149,108.1701,107.4261,105.2399,105.0869,104.4836,102.9827
4105,109.1709,108.1723,107.4139,105.3029,104.9964,104.5271,103.1239
4105.5,109.1796,108.1984,107.4379,105.3482,105.0713,104.6764,103.014
4106,109.1799,108.1853,107.4401,105.3283,105.0669,104.5789,102.8768
4106.5,109.194,108.2072,107.4483,105.2362,105.1165,104.4563,102.9554
4107,109.2113,108.1988,107.4462,105.3463,105.0694,104.6787,103.1546
4107.5,109.2115,108.2076,107.4492,105.3527,105.1063,104.8363,103.3028
4108,109.1902,108.2206,107.4752,105.4259,105.1538,104.6989,103.2038
4108.5,109.2083,108.2292,107.4671,105.3353,105.1344,104.7948,103.0168
4109,109.1845,108.2188,107.4548,105.2694,105.1553,104.8559,103.0164
4109.5,109.2053,108.2352,107.4633,105.2596,105.2268,104.8429,103.0784
4110,109.1929,108.2247,107.4633,105.2771,105.2029,104.7119,103.1415
4110.5,109.2092,108.2248,107.4818,105.3763,105.0774,104.512,103.2081
4111,109.2334,108.2209,107.4919,105.4293,105.0511,104.4565,103.2695
4111.5,109.223,108.2367,107.4674,105.4311,105.1442,104.4958,103.1289
4112,109.2342,108.2504,107.5135,105.4617,105.2171,104.6281,103.1513
4112.5,109.2412,108.2679,107.5173,105.3425,105.2217,104.6317,103.1092
4113,109.2523,108.2569,107.5082,105.2705,105.0895,104.6965,103.1435
4113.5,109.2464,108.2494,107.5197,105.4162,105.0931,104.6999,103.1434
4114,109.257,108.2824,107.5407,105.4356,105.1783,104.6429,103.1481
4114.5,109.2563,108.2774,107.5472,105.4006,105.2045,104.9003,103.1203
4115,109.2705,108.2749,107.5639,105.432,105.2288,104.6645,103.0918
4115.5,109.2773,108.2983,107.5447,105.3354,105.2215,104.8139,103.1882
4116,109.2503,108.2852,107.5506,105.4376,105.0138,104.7339,103.1194
4116.5,109.2435,108.2775,107.5276,105.4401,105.1486,104.6174,103.0977
4117,109.242,108.2673,107.5216,105.3825,105.2323,104.4339,102.9175
4117.5,109.2465,108.2671,107.517,105.3237,105.1192,104.5457,102.9868
4118,109.2423,108.2564,107.513,105.2754,105.0636,104.5629,102.9216
4118.5,109.2268,108.2492,107.5116,105.1391,105.0754,104.556,102.9675
4119,109.2351,108.2633,107.4889,105.2733,104.7927,104.3593,103.0317
4119.5,109.2125,108.2119,107.4856,105.1658,104.8916,104.6519,103.0627
4120,109.2228,108.2142,107.4963,105.2866,105.0222,104.8,103.1598
4120.5,109.2261,108.2196,107.4714,105.3497,104.9385,104.5467,103.0741
4121,109.2116,108.2237,107.4736,105.2046,105.1131,104.8172,102.9519
4121.5,109.1994,108.217,107.4498,105.2715,105.0573,104.8337,103.0055
4122,109.1808,108.192,107.4528,105.3178,105.0903,104.9146,103.0337
4122.5,109.163,108.1832,107.4565,105.3359,105.1084,104.8058,103.1178
4123,109.1784,108.2076,107.4654,105.317,105.1435,104.6016,103.0657
4123.5,109.1958,108.2081,107.4751,105.2498,105.1849,104.8464,102.996
4124,109.1951,108.206,107.4553,105.3185,105.0363,104.7152,103.1358
4124.5,109.1849,108.1873,107.4381,105.2472,104.9904,104.7588,103.0142
4125,109.1761,108.1877,107.4634,105.2792,104.9387,104.4653,103.1444
4125.5,109.1684,108.2136,107.463,105.1514,105.0058,104.5002,103.359
4126,109.184,108.1903,107.4474,105.1549,105.1088,104.495,103.4383
4126.5,109.2068,108.211,107.4734,105.2044,105.1138,104.4173,103.3585
4127,109.1882,108.2007,107.4583,105.1613,104.9059,104.0844,103.1277
4127.5,109.2097,108.2122,107.4663,105.2942,104.9694,104.5138,103.0762
4128,109.1944,108.2233,107.4633,105.3715,105.0086,104.5072,102.9495
4128.5,109.1807,108.1819,107.4475,105.2722,105.0503,104.199,102.9112
4129,109.181,108.1917,107.4446,105.1414,105.0923,104.3967,103.0098
4129.5,109.182,108.2115,107.444,105.2574,105.0774,104.4003,102.6813
4130,109.1764,108.1901,107.4548,105.2148,105.0861,104.6827,102.7461
4130.5,109.1903,108.1781,107.447,105.3361,105.1408,104.7557,102.767
4131,109.1768,108.1732,107.4509,105.3485,105.11,104.9031,102.624
4131.5,109.1739,108.1952,107.4357,105.373,105.1483,104.7361,102.5226
4132,109.1708,108.1748,107.4326,105.2466,105.1978,104.7297,102.6282
4132.5,109.1739,108.1849,107.4322,105.3162,105.2164,104.6664,102.8035
4133,109.1702,108.1936,107.4371,105.1267,105.1693,104.5933,102.8798
4133.5,109.1898,108.1935,107.4522,105.2125,105.164,104.6256,102.9444
4134,109.184,108.2028,107.4467,105.3342,105.0371,104.4875,102.881
4134.5,109.1842,108.1965,107.4559,105.2837,105.0431,104.6497,102.9588
4135,109.1881,108.2011,107.439,105.328,105.0539,104.4191,102.8335
4135.5,109.2066,108.1867,107.4466,105.2286,105.1311,104.6031,102.8259
4136,109.1793,108.2039,107.4585,105.3068,105.0643,104.6408,102.8056
